subscription_id,account_id,trial_start_date,conversion_date,plan_name,monthly_recurring_revenue,cancel_date,status
S01473,A01473,2024-03-04,2024-03-25,Starter,49,2025-11-23,cancelled
S01474,A01474,2024-11-14,,Trial Only,0,,trial_expired
S01475,A01475,2024-11-25,,Trial Only,0,,trial_expired
S01476,A01476,2024-11-19,,Trial Only,0,,trial_expired
S01477,A01477,2024-10-07,2024-10-14,Starter,49,,active
S01478,A01478,2025-09-28,,Trial Only,0,,trial_expired
S01479,A01479,2024-11-08,,Trial Only,0,,trial_expired
S01480,A01480,2024-11-04,,Trial Only,0,,trial_expired
S01481,A01481,2024-09-28,,Trial Only,0,,trial_expired
S01482,A01482,2024-02-05,,Trial Only,0,,trial_expired
S01483,A01483,2025-01-10,,Trial Only,0,,trial_expired
S01484,A01484,2024-05-26,2024-06-22,Starter,49,2024-07-21,cancelled
S01485,A01485,2025-02-03,2025-02-20,Starter,49,,active
S01486,A01486,2024-01-27,,Trial Only,0,,trial_expired
S01487,A01487,2025-09-21,,Trial Only,0,,trial_expired
S01488,A01488,2024-10-30,2024-11-11,Starter,49,2024-12-12,cancelled
S01489,A01489,2025-07-31,,Trial Only,0,,trial_expired
S01490,A01490,2024-11-02,2024-11-12,Starter,49,2025-02-23,cancelled
S01491,A01491,2024-02-01,2024-02-10,Pro,99,,active
S01492,A01492,2025-06-10,,Trial Only,0,,trial_expired
S01493,A01493,2025-02-10,,Trial Only,0,,trial_expired
S01494,A01494,2025-05-13,2025-05-20,Pro,99,2025-09-05,cancelled
S01495,A01495,2024-10-01,,Trial Only,0,,trial_expired
S01496,A01496,2025-02-03,,Trial Only,0,,trial_expired
S01497,A01497,2025-07-03,2025-07-14,Pro,99,,active
S01498,A01498,2025-01-30,,Trial Only,0,,trial_expired
S01499,A01499,2024-08-17,2024-08-24,Starter,49,2025-09-16,cancelled
S01500,A01500,2025-02-20,2025-03-02,Pro,99,2025-12-08,cancelled
S01501,A01501,2025-02-26,2025-03-03,Pro,99,,active
S01502,A01502,2025-09-10,2025-09-27,Pro,99,,active
S01503,A01503,2024-09-01,,Trial Only,0,,trial_expired
S01504,A01504,2024-09-30,2024-10-14,Business,249,,active
S01505,A01505,2025-06-03,,Trial Only,0,,trial_expired
S01506,A01506,2024-11-18,,Trial Only,0,,trial_expired
S01507,A01507,2025-04-12,2025-04-27,Starter,49,,active
S01508,A01508,2024-10-23,2024-10-26,Pro,99,2025-03-07,cancelled
S01509,A01509,2024-05-18,,Trial Only,0,,trial_expired
S01510,A01510,2025-04-18,2025-04-29,Pro,99,2025-12-02,cancelled
S01511,A01511,2024-03-21,2024-04-07,Pro,99,2025-06-07,cancelled
S01512,A01512,2024-05-06,2024-05-09,Pro,99,,active
S01513,A01513,2025-01-28,,Trial Only,0,,trial_expired
S01514,A01514,2025-04-19,,Trial Only,0,,trial_expired
S01515,A01515,2025-07-30,,Trial Only,0,,trial_expired
S01516,A01516,2024-06-26,,Trial Only,0,,trial_expired
S01517,A01517,2024-03-07,2024-03-12,Pro,99,2024-06-13,cancelled
S01518,A01518,2025-09-08,2025-09-17,Business,249,,active
S01519,A01519,2024-04-06,,Trial Only,0,,trial_expired
S01520,A01520,2024-05-06,,Trial Only,0,,trial_expired
S01521,A01521,2024-07-09,2024-07-14,Starter,49,2025-01-19,cancelled
S01522,A01522,2024-11-30,,Trial Only,0,,trial_expired
S01523,A01523,2025-07-22,,Trial Only,0,,trial_expired
S01524,A01524,2025-04-28,,Trial Only,0,,trial_expired
S01525,A01525,2025-03-23,2025-04-03,Starter,49,2025-06-11,cancelled
S01526,A01526,2024-04-20,,Trial Only,0,,trial_expired
S01527,A01527,2024-08-24,2024-09-15,Business,249,2024-12-04,cancelled
S01528,A01528,2024-11-04,2024-11-12,Pro,99,2025-10-04,cancelled
S01529,A01529,2024-04-01,2024-04-05,Pro,99,2024-12-04,cancelled
S01530,A01530,2024-06-27,2024-07-09,Starter,49,,active
S01531,A01531,2024-07-21,2024-08-02,Starter,49,2025-04-21,cancelled
S01532,A01532,2024-03-18,,Trial Only,0,,trial_expired
S01533,A01533,2024-12-15,,Trial Only,0,,trial_expired
S01534,A01534,2025-03-21,,Trial Only,0,,trial_expired
S01535,A01535,2024-02-07,,Trial Only,0,,trial_expired
S01536,A01536,2024-11-05,,Trial Only,0,,trial_expired
S01537,A01537,2025-05-13,,Trial Only,0,,trial_expired
S01538,A01538,2025-04-20,,Trial Only,0,,trial_expired
S01539,A01539,2025-06-05,2025-06-17,Starter,49,2025-08-15,cancelled
S01540,A01540,2024-10-15,2024-10-25,Business,249,,active
S01541,A01541,2025-06-09,2025-07-05,Starter,49,2025-10-10,cancelled
S01542,A01542,2024-06-04,,Trial Only,0,,trial_expired
S01543,A01543,2024-08-26,,Trial Only,0,,trial_expired
S01544,A01544,2024-04-21,2024-04-28,Starter,49,2026-02-20,cancelled
S01545,A01545,2024-10-29,2024-11-05,Pro,99,,active
S01546,A01546,2024-09-12,2024-09-26,Pro,99,2025-03-22,cancelled
S01547,A01547,2024-06-04,,Trial Only,0,,trial_expired
S01548,A01548,2025-04-22,2025-04-30,Pro,99,2025-09-13,cancelled
S01549,A01549,2024-07-24,,Trial Only,0,,trial_expired
S01550,A01550,2024-06-26,2024-07-10,Pro,99,2025-09-09,cancelled
S01551,A01551,2024-03-20,2024-03-28,Starter,49,2024-06-08,cancelled
S01552,A01552,2024-10-09,2024-10-17,Starter,49,2025-03-07,cancelled
S01553,A01553,2024-07-17,2024-07-31,Starter,49,2025-10-09,cancelled
S01554,A01554,2024-09-01,,Trial Only,0,,trial_expired
S01555,A01555,2024-06-01,,Trial Only,0,,trial_expired
S01556,A01556,2025-04-30,,Trial Only,0,,trial_expired
S01557,A01557,2025-08-23,,Trial Only,0,,trial_expired
S01558,A01558,2024-11-14,,Trial Only,0,,trial_expired
S01559,A01559,2025-02-06,2025-02-15,Pro,99,2025-06-12,cancelled
S01560,A01560,2025-07-11,2025-07-27,Starter,49,2025-08-14,cancelled
S01561,A01561,2025-09-30,2025-10-16,Starter,49,,active
S01562,A01562,2025-01-21,,Trial Only,0,,trial_expired
S01563,A01563,2025-07-26,2025-08-08,Starter,49,2025-10-23,cancelled
S01564,A01564,2025-08-08,,Trial Only,0,,trial_expired
S01565,A01565,2025-05-20,2025-05-29,Starter,49,,active
S01566,A01566,2024-10-24,2024-11-21,Starter,49,2025-03-05,cancelled
S01567,A01567,2024-02-15,,Trial Only,0,,trial_expired
S01568,A01568,2024-01-09,,Trial Only,0,,trial_expired
S01569,A01569,2024-11-03,,Trial Only,0,,trial_expired
S01570,A01570,2024-11-12,,Trial Only,0,,trial_expired
S01571,A01571,2024-09-20,,Trial Only,0,,trial_expired
S01572,A01572,2024-12-27,,Trial Only,0,,trial_expired
S01573,A01573,2024-12-16,,Trial Only,0,,trial_expired
S01574,A01574,2025-06-20,,Trial Only,0,,trial_expired
S01575,A01575,2024-03-05,,Trial Only,0,,trial_expired
S01576,A01576,2024-05-24,,Trial Only,0,,trial_expired
S01577,A01577,2025-05-21,2025-06-03,Starter,49,2026-02-22,cancelled
S01578,A01578,2025-06-27,,Trial Only,0,,trial_expired
S01579,A01579,2025-09-28,2025-10-09,Business,249,2026-01-24,cancelled
S01580,A01580,2025-07-15,,Trial Only,0,,trial_expired
S01581,A01581,2025-07-26,,Trial Only,0,,trial_expired
S01582,A01582,2024-07-25,,Trial Only,0,,trial_expired
S01583,A01583,2024-09-17,2024-09-27,Pro,99,2024-11-12,cancelled
S01584,A01584,2024-06-23,,Trial Only,0,,trial_expired
S01585,A01585,2025-01-17,,Trial Only,0,,trial_expired
S01586,A01586,2025-08-29,2025-09-14,Business,249,,active
S01587,A01587,2024-08-15,,Trial Only,0,,trial_expired
S01588,A01588,2024-12-19,2024-12-24,Business,249,,active
S01589,A01589,2024-07-12,2024-07-28,Starter,49,,active
S01590,A01590,2024-04-16,2024-05-07,Starter,49,2024-11-14,cancelled
S01591,A01591,2024-05-04,2024-05-18,Pro,99,2024-07-22,cancelled
S01592,A01592,2024-01-31,2024-02-04,Starter,49,2024-03-08,cancelled
S01593,A01593,2025-09-04,2025-09-13,Starter,49,2026-02-06,cancelled
S01594,A01594,2024-09-18,2024-10-05,Starter,49,2025-04-13,cancelled
S01595,A01595,2025-06-18,,Trial Only,0,,trial_expired
S01596,A01596,2025-03-05,,Trial Only,0,,trial_expired
S01597,A01597,2024-05-01,,Trial Only,0,,trial_expired
S01598,A01598,2024-04-20,,Trial Only,0,,trial_expired
S01599,A01599,2025-06-03,,Trial Only,0,,trial_expired
S01600,A01600,2024-06-21,,Trial Only,0,,trial_expired
S01601,A01601,2025-08-12,2025-08-23,Pro,99,2026-03-23,cancelled
S01602,A01602,2024-03-27,2024-04-11,Pro,99,2024-10-17,cancelled
S01603,A01603,2025-03-02,,Trial Only,0,,trial_expired
S01604,A01604,2025-06-05,2025-06-24,Pro,99,2025-08-16,cancelled
S01605,A01605,2024-05-31,,Trial Only,0,,trial_expired
S01606,A01606,2024-06-28,2024-07-03,Pro,99,2024-08-06,cancelled
S01607,A01607,2025-09-12,,Trial Only,0,,trial_expired
S01608,A01608,2024-06-20,,Trial Only,0,,trial_expired
S01609,A01609,2024-10-03,,Trial Only,0,,trial_expired
S01610,A01610,2024-10-04,2024-10-08,Pro,99,,active
S01611,A01611,2024-06-13,,Trial Only,0,,trial_expired
S01612,A01612,2025-05-09,,Trial Only,0,,trial_expired
S01613,A01613,2025-05-06,2025-05-18,Pro,99,,active
S01614,A01614,2024-09-05,2024-09-09,Starter,49,,active
S01615,A01615,2025-06-19,2025-07-02,Pro,99,2026-03-10,cancelled
S01616,A01616,2024-05-16,2024-05-20,Business,249,2024-09-01,cancelled
S01617,A01617,2024-01-03,,Trial Only,0,,trial_expired
S01618,A01618,2024-12-29,,Trial Only,0,,trial_expired
S01619,A01619,2025-09-27,2025-10-14,Pro,99,,active
S01620,A01620,2024-01-21,2024-02-02,Starter,49,,active
S01621,A01621,2024-05-13,,Trial Only,0,,trial_expired
S01622,A01622,2024-11-25,,Trial Only,0,,trial_expired
S01623,A01623,2025-06-01,,Trial Only,0,,trial_expired
S01624,A01624,2024-02-21,,Trial Only,0,,trial_expired
S01625,A01625,2024-09-14,,Trial Only,0,,trial_expired
S01626,A01626,2025-04-19,2025-04-29,Pro,99,,active
S01627,A01627,2024-09-02,2024-09-06,Starter,49,,active
S01628,A01628,2024-04-29,2024-05-03,Starter,49,2024-10-05,cancelled
S01629,A01629,2024-05-04,,Trial Only,0,,trial_expired
S01630,A01630,2024-09-22,2024-09-25,Starter,49,2025-05-07,cancelled
S01631,A01631,2024-11-04,2024-11-09,Pro,99,2026-01-01,cancelled
S01632,A01632,2025-07-07,,Trial Only,0,,trial_expired
S01633,A01633,2025-02-06,2025-02-12,Starter,49,,active
S01634,A01634,2025-03-11,2025-03-17,Pro,99,2025-04-12,cancelled
S01635,A01635,2025-09-22,2025-09-27,Pro,99,,active
S01636,A01636,2024-09-23,2024-09-29,Pro,99,2025-02-03,cancelled
S01637,A01637,2024-09-18,2024-10-05,Starter,49,,active
S01638,A01638,2025-08-19,,Trial Only,0,,trial_expired
S01639,A01639,2024-06-08,2024-06-12,Starter,49,2025-02-24,cancelled
S01640,A01640,2025-04-07,,Trial Only,0,,trial_expired
S01641,A01641,2025-04-24,2025-05-15,Starter,49,2026-02-22,cancelled
S01642,A01642,2024-02-27,2024-03-02,Pro,99,,active
S01643,A01643,2024-10-29,,Trial Only,0,,trial_expired
S01644,A01644,2024-05-07,,Trial Only,0,,trial_expired
S01645,A01645,2024-04-27,2024-05-22,Starter,49,2024-08-03,cancelled
S01646,A01646,2024-10-26,,Trial Only,0,,trial_expired
S01647,A01647,2024-07-08,,Trial Only,0,,trial_expired
S01648,A01648,2025-05-23,2025-05-28,Starter,49,,active
S01649,A01649,2025-08-08,,Trial Only,0,,trial_expired
S01650,A01650,2025-05-27,,Trial Only,0,,trial_expired
S01651,A01651,2024-06-21,,Trial Only,0,,trial_expired
S01652,A01652,2024-06-27,2024-07-13,Pro,99,2025-03-07,cancelled
S01653,A01653,2024-06-14,,Trial Only,0,,trial_expired
S01654,A01654,2024-03-23,2024-03-27,Pro,99,2024-06-03,cancelled
S01655,A01655,2025-09-01,,Trial Only,0,,trial_expired
S01656,A01656,2024-09-18,2024-10-01,Pro,99,,active
S01657,A01657,2024-05-24,2024-06-08,Starter,49,2025-01-03,cancelled
S01658,A01658,2025-06-27,2025-07-10,Pro,99,2025-12-13,cancelled
S01659,A01659,2024-09-16,,Trial Only,0,,trial_expired
S01660,A01660,2024-01-19,2024-02-01,Pro,99,,active
S01661,A01661,2024-04-11,,Trial Only,0,,trial_expired
S01662,A01662,2025-02-04,,Trial Only,0,,trial_expired
S01663,A01663,2025-05-14,2025-05-22,Pro,99,2025-08-06,cancelled
S01664,A01664,2024-05-15,2024-05-27,Business,249,,active
S01665,A01665,2025-08-14,2025-08-21,Business,249,2026-03-18,cancelled
S01666,A01666,2025-06-30,,Trial Only,0,,trial_expired
S01667,A01667,2025-06-28,,Trial Only,0,,trial_expired
S01668,A01668,2024-05-26,,Trial Only,0,,trial_expired
S01669,A01669,2024-01-27,,Trial Only,0,,trial_expired
S01670,A01670,2025-07-11,,Trial Only,0,,trial_expired
S01671,A01671,2024-07-19,2024-08-08,Starter,49,2024-12-01,cancelled
S01672,A01672,2025-01-23,2025-02-09,Pro,99,2025-11-06,cancelled
S01673,A01673,2025-04-28,2025-05-05,Pro,99,2026-03-05,cancelled
S01674,A01674,2024-03-19,2024-03-23,Business,249,2025-03-02,cancelled
S01675,A01675,2025-05-12,2025-05-25,Starter,49,2025-09-16,cancelled
S01676,A01676,2025-08-29,,Trial Only,0,,trial_expired
S01677,A01677,2025-04-06,2025-04-23,Pro,99,2025-08-08,cancelled
S01678,A01678,2024-10-10,,Trial Only,0,,trial_expired
S01679,A01679,2025-07-17,,Trial Only,0,,trial_expired
S01680,A01680,2024-11-29,,Trial Only,0,,trial_expired
S01681,A01681,2025-04-17,2025-04-25,Starter,49,,active
S01682,A01682,2025-06-09,2025-06-16,Starter,49,,active
S01683,A01683,2025-04-21,2025-04-28,Starter,49,,active
S01684,A01684,2024-07-07,2024-07-15,Pro,99,2025-10-06,cancelled
S01685,A01685,2024-03-12,2024-03-16,Starter,49,2024-10-15,cancelled
S01686,A01686,2024-06-03,2024-06-19,Pro,99,,active
S01687,A01687,2024-11-17,,Trial Only,0,,trial_expired
S01688,A01688,2024-11-18,,Trial Only,0,,trial_expired
S01689,A01689,2025-01-05,,Trial Only,0,,trial_expired
S01690,A01690,2024-09-14,2024-10-06,Business,249,2024-11-24,cancelled
S01691,A01691,2025-05-16,2025-05-24,Starter,49,,active
S01692,A01692,2025-08-12,2025-08-18,Starter,49,2025-09-24,cancelled
S01693,A01693,2024-06-08,2024-07-03,Starter,49,2025-01-08,cancelled
S01694,A01694,2025-04-12,2025-04-21,Business,249,2025-06-19,cancelled
S01695,A01695,2025-03-03,,Trial Only,0,,trial_expired
S01696,A01696,2024-11-27,,Trial Only,0,,trial_expired
S01697,A01697,2024-04-29,2024-05-04,Pro,99,,active
S01698,A01698,2025-05-22,,Trial Only,0,,trial_expired
S01699,A01699,2025-09-10,,Trial Only,0,,trial_expired
S01700,A01700,2025-04-02,2025-04-18,Business,249,2025-06-04,cancelled
S01701,A01701,2025-08-15,,Trial Only,0,,trial_expired
S01702,A01702,2025-09-22,2025-10-06,Starter,49,2026-03-04,cancelled
S01703,A01703,2024-08-20,2024-09-05,Pro,99,2025-11-20,cancelled
S01704,A01704,2025-02-03,,Trial Only,0,,trial_expired
S01705,A01705,2024-11-02,2024-11-10,Starter,49,2025-06-23,cancelled
S01706,A01706,2025-09-24,,Trial Only,0,,trial_expired
S01707,A01707,2024-02-24,2024-03-05,Starter,49,2026-03-06,cancelled
S01708,A01708,2024-09-23,,Trial Only,0,,trial_expired
S01709,A01709,2025-07-17,2025-07-31,Starter,49,,active
S01710,A01710,2024-07-04,,Trial Only,0,,trial_expired
S01711,A01711,2025-05-17,2025-06-02,Pro,99,,active
S01712,A01712,2024-09-08,2024-09-14,Starter,49,,active
S01713,A01713,2025-09-20,2025-09-29,Starter,49,,active
S01714,A01714,2025-07-22,,Trial Only,0,,trial_expired
S01715,A01715,2024-07-16,2024-07-26,Pro,99,2025-11-14,cancelled
S01716,A01716,2025-05-05,2025-05-19,Starter,49,,active
S01717,A01717,2024-08-09,,Trial Only,0,,trial_expired
S01718,A01718,2025-01-17,2025-01-31,Pro,99,,active
S01719,A01719,2025-02-17,,Trial Only,0,,trial_expired
S01720,A01720,2025-06-15,,Trial Only,0,,trial_expired
S01721,A01721,2024-01-13,2024-01-29,Starter,49,2024-11-07,cancelled
S01722,A01722,2024-05-21,,Trial Only,0,,trial_expired
S01723,A01723,2025-03-26,2025-04-16,Business,249,,active
S01724,A01724,2024-12-24,2025-01-02,Starter,49,,active
S01725,A01725,2024-11-13,2024-11-25,Pro,99,,active
S01726,A01726,2024-01-29,,Trial Only,0,,trial_expired
S01727,A01727,2024-08-17,2024-08-30,Starter,49,2024-11-21,cancelled
S01728,A01728,2025-07-09,,Trial Only,0,,trial_expired
S01729,A01729,2024-01-16,,Trial Only,0,,trial_expired
S01730,A01730,2024-09-15,2024-09-28,Pro,99,2024-12-15,cancelled
S01731,A01731,2025-09-02,2025-09-07,Starter,49,,active
S01732,A01732,2024-01-27,2024-02-03,Starter,49,2025-10-16,cancelled
S01733,A01733,2025-04-21,2025-04-26,Starter,49,,active
S01734,A01734,2024-06-16,2024-06-23,Starter,49,2025-03-03,cancelled
S01735,A01735,2025-07-10,2025-07-21,Pro,99,,active
S01736,A01736,2025-04-18,2025-04-30,Pro,99,2025-11-22,cancelled
S01737,A01737,2025-07-24,2025-07-31,Starter,49,2026-03-12,cancelled
S01738,A01738,2024-05-18,,Trial Only,0,,trial_expired
S01739,A01739,2024-12-02,2024-12-07,Pro,99,2025-07-01,cancelled
S01740,A01740,2025-05-11,2025-05-20,Starter,49,2025-10-06,cancelled
S01741,A01741,2024-06-07,2024-06-23,Starter,49,,active
S01742,A01742,2024-05-28,,Trial Only,0,,trial_expired
S01743,A01743,2024-01-15,2024-01-24,Pro,99,2024-06-14,cancelled
S01744,A01744,2025-09-09,2025-09-30,Starter,49,,active
S01745,A01745,2025-03-25,2025-04-10,Starter,49,2025-10-05,cancelled
S01746,A01746,2025-02-01,,Trial Only,0,,trial_expired
S01747,A01747,2025-04-17,,Trial Only,0,,trial_expired
S01748,A01748,2024-12-02,,Trial Only,0,,trial_expired
S01749,A01749,2024-11-03,,Trial Only,0,,trial_expired
S01750,A01750,2024-10-16,2024-10-28,Starter,49,2025-05-22,cancelled
S01751,A01751,2025-02-05,2025-02-18,Starter,49,,active
S01752,A01752,2024-05-08,,Trial Only,0,,trial_expired
S01753,A01753,2025-07-25,2025-08-17,Starter,49,2026-01-25,cancelled
S01754,A01754,2025-06-03,,Trial Only,0,,trial_expired
S01755,A01755,2024-08-18,,Trial Only,0,,trial_expired
S01756,A01756,2025-01-03,2025-01-15,Business,249,,active
S01757,A01757,2024-03-27,,Trial Only,0,,trial_expired
S01758,A01758,2025-09-16,2025-09-30,Business,249,,active
S01759,A01759,2025-08-04,,Trial Only,0,,trial_expired
S01760,A01760,2025-08-18,,Trial Only,0,,trial_expired
S01761,A01761,2024-08-06,,Trial Only,0,,trial_expired
S01762,A01762,2024-04-16,2024-05-13,Starter,49,2024-12-24,cancelled
S01763,A01763,2024-05-15,2024-06-05,Starter,49,2024-07-03,cancelled
S01764,A01764,2024-02-21,,Trial Only,0,,trial_expired
S01765,A01765,2024-03-13,2024-04-05,Business,249,2025-03-24,cancelled
S01766,A01766,2024-02-08,,Trial Only,0,,trial_expired
S01767,A01767,2025-09-25,2025-10-10,Business,249,,active
S01768,A01768,2024-02-10,,Trial Only,0,,trial_expired
S01769,A01769,2024-03-22,,Trial Only,0,,trial_expired
S01770,A01770,2025-06-13,,Trial Only,0,,trial_expired
S01771,A01771,2025-01-03,,Trial Only,0,,trial_expired
S01772,A01772,2025-05-08,2025-05-23,Pro,99,2026-01-08,cancelled
S01773,A01773,2025-01-30,2025-02-03,Pro,99,,active
S01774,A01774,2025-07-21,,Trial Only,0,,trial_expired
S01775,A01775,2025-02-03,2025-02-08,Starter,49,,active
S01776,A01776,2024-11-27,2024-12-11,Pro,99,2025-10-22,cancelled
S01777,A01777,2025-03-26,,Trial Only,0,,trial_expired
S01778,A01778,2024-10-15,2024-10-27,Starter,49,2024-11-16,cancelled
S01779,A01779,2024-08-16,2024-08-31,Business,249,2024-09-23,cancelled
S01780,A01780,2024-10-29,2024-11-08,Pro,99,2024-12-04,cancelled
S01781,A01781,2024-04-16,,Trial Only,0,,trial_expired
S01782,A01782,2025-05-23,,Trial Only,0,,trial_expired
S01783,A01783,2024-06-18,2024-06-22,Starter,49,,active
S01784,A01784,2024-04-05,2024-04-18,Pro,99,2024-06-09,cancelled
S01785,A01785,2024-06-08,,Trial Only,0,,trial_expired
S01786,A01786,2025-06-24,,Trial Only,0,,trial_expired
S01787,A01787,2024-08-05,,Trial Only,0,,trial_expired
S01788,A01788,2025-03-08,2025-03-17,Starter,49,2025-12-01,cancelled
S01789,A01789,2025-07-03,2025-07-06,Starter,49,,active
S01790,A01790,2024-02-13,2024-02-20,Business,249,,active
S01791,A01791,2025-05-01,,Trial Only,0,,trial_expired
S01792,A01792,2024-07-20,2024-08-15,Pro,99,2025-09-16,cancelled
S01793,A01793,2024-05-18,,Trial Only,0,,trial_expired
S01794,A01794,2025-03-10,2025-03-26,Starter,49,2025-05-11,cancelled
S01795,A01795,2025-08-09,,Trial Only,0,,trial_expired
S01796,A01796,2024-07-11,2024-07-18,Pro,99,2025-02-12,cancelled
S01797,A01797,2024-12-27,2025-01-20,Pro,99,2025-03-20,cancelled
S01798,A01798,2024-07-08,2024-07-18,Pro,99,2024-08-12,cancelled
S01799,A01799,2024-12-17,,Trial Only,0,,trial_expired
S01800,A01800,2025-01-25,,Trial Only,0,,trial_expired
S01801,A01801,2025-01-19,,Trial Only,0,,trial_expired
S01802,A01802,2025-01-26,2025-02-04,Pro,99,2026-02-19,cancelled
S01803,A01803,2024-03-23,2024-03-31,Business,249,2024-09-21,cancelled
S01804,A01804,2025-03-13,,Trial Only,0,,trial_expired
S01805,A01805,2025-02-28,,Trial Only,0,,trial_expired
S01806,A01806,2025-03-06,2025-03-23,Pro,99,,active
S01807,A01807,2024-02-10,,Trial Only,0,,trial_expired
S01808,A01808,2024-10-14,,Trial Only,0,,trial_expired
S01809,A01809,2024-09-21,2024-09-26,Starter,49,,active
S01810,A01810,2024-02-19,2024-03-04,Starter,49,2025-08-21,cancelled
S01811,A01811,2024-05-22,2024-05-27,Pro,99,,active
S01812,A01812,2024-10-10,,Trial Only,0,,trial_expired
S01813,A01813,2025-04-16,2025-04-29,Pro,99,,active
S01814,A01814,2024-06-02,,Trial Only,0,,trial_expired
S01815,A01815,2025-06-15,,Trial Only,0,,trial_expired
S01816,A01816,2024-12-12,,Trial Only,0,,trial_expired
S01817,A01817,2025-04-28,,Trial Only,0,,trial_expired
S01818,A01818,2024-11-01,2024-11-09,Pro,99,2025-07-19,cancelled
S01819,A01819,2024-11-15,,Trial Only,0,,trial_expired
S01820,A01820,2025-01-24,,Trial Only,0,,trial_expired
S01821,A01821,2025-08-22,,Trial Only,0,,trial_expired
S01822,A01822,2024-11-11,,Trial Only,0,,trial_expired
S01823,A01823,2024-11-30,,Trial Only,0,,trial_expired
S01824,A01824,2025-01-15,2025-01-27,Business,249,2025-10-07,cancelled
S01825,A01825,2025-04-13,,Trial Only,0,,trial_expired
S01826,A01826,2024-02-09,2024-02-25,Starter,49,2026-03-07,cancelled
S01827,A01827,2024-11-23,,Trial Only,0,,trial_expired
S01828,A01828,2024-11-06,2024-11-23,Pro,99,2025-04-22,cancelled
S01829,A01829,2025-08-17,,Trial Only,0,,trial_expired
S01830,A01830,2024-11-12,,Trial Only,0,,trial_expired
S01831,A01831,2024-10-29,,Trial Only,0,,trial_expired
S01832,A01832,2025-09-11,2025-09-18,Business,249,,active
S01833,A01833,2024-10-17,,Trial Only,0,,trial_expired
S01834,A01834,2024-04-24,,Trial Only,0,,trial_expired
S01835,A01835,2024-05-19,,Trial Only,0,,trial_expired
S01836,A01836,2024-02-25,2024-03-13,Pro,99,2024-06-15,cancelled
S01837,A01837,2024-01-01,2024-01-10,Starter,49,2024-07-21,cancelled
