ticket_id,account_id,created_at,priority,resolution_hours,csat_score
K003737,A03430,2025-07-30,medium,9.4,5.0
K003738,A03430,2026-01-28,high,26.1,3.4
K003739,A03431,2024-12-26,low,20.7,4.0
K003740,A03434,2024-10-13,medium,7.7,3.8
K003741,A03437,2025-10-03,low,17.0,4.0
K003742,A03438,2024-09-18,medium,14.7,4.0
K003743,A03439,2025-10-31,low,5.3,4.1
K003744,A03440,2025-01-29,low,1.6,3.7
K003745,A03441,2026-03-25,high,23.0,4.0
K003746,A03442,2024-12-08,medium,9.0,4.7
K003747,A03442,2025-08-10,medium,1.3,3.4
K003748,A03443,2024-06-11,low,1.6,5.0
K003749,A03444,2025-07-07,low,8.4,3.8
K003750,A03444,2025-02-05,low,16.1,4.0
K003751,A03444,2024-11-18,low,33.9,3.7
K003752,A03444,2025-06-10,low,5.0,3.6
K003753,A03444,2024-09-16,medium,9.3,4.0
K003754,A03445,2025-10-25,low,4.5,3.5
K003755,A03446,2025-05-12,low,12.0,3.8
K003756,A03446,2025-10-18,medium,19.8,4.7
K003757,A03446,2024-11-01,medium,7.8,4.4
K003758,A03448,2025-12-11,low,7.0,3.5
K003759,A03448,2025-05-29,low,7.4,3.4
K003760,A03449,2024-10-20,low,7.6,3.2
K003761,A03451,2025-04-08,medium,21.1,3.6
K003762,A03451,2025-03-30,low,16.6,4.3
K003763,A03451,2025-03-21,medium,26.8,2.9
K003764,A03451,2025-03-15,medium,9.6,3.1
K003765,A03451,2025-03-16,low,6.3,5.0
K003766,A03452,2024-12-25,low,7.7,3.9
K003767,A03454,2024-12-20,low,7.7,4.3
K003768,A03455,2026-01-02,high,21.7,3.5
K003769,A03455,2025-11-21,high,8.0,3.8
K003770,A03455,2026-03-27,medium,8.1,3.6
K003771,A03457,2025-11-12,medium,8.5,4.5
K003772,A03459,2024-01-30,medium,5.9,4.0
K003773,A03459,2024-03-23,low,7.8,4.9
K003774,A03459,2024-06-27,low,11.7,3.9
K003775,A03462,2025-07-22,medium,1.7,3.4
K003776,A03462,2026-03-26,medium,31.2,3.1
K003777,A03465,2025-04-22,high,3.1,4.4
K003778,A03465,2025-12-07,low,21.5,3.7
K003779,A03465,2025-09-03,medium,19.2,3.5
K003780,A03466,2026-03-06,medium,32.0,4.1
K003781,A03466,2025-07-01,high,3.0,4.3
K003782,A03467,2025-05-03,medium,7.1,3.9
K003783,A03469,2024-12-19,low,24.6,4.2
K003784,A03470,2025-10-01,medium,12.1,3.9
K003785,A03470,2025-10-18,medium,25.3,4.6
K003786,A03470,2025-10-02,low,18.4,3.7
K003787,A03471,2024-12-06,low,1.2,4.7
K003788,A03472,2024-11-02,low,14.4,3.4
K003789,A03472,2025-01-11,low,1.8,4.3
K003790,A03473,2025-01-17,medium,0.7,4.4
K003791,A03473,2025-01-18,low,17.6,3.6
K003792,A03473,2024-12-29,low,12.3,4.9
K003793,A03473,2024-12-28,low,4.2,3.9
K003794,A03475,2025-02-04,low,2.5,4.5
K003795,A03476,2026-02-22,low,5.9,4.6
K003796,A03476,2025-03-29,low,11.3,5.0
K003797,A03478,2026-03-23,medium,6.4,3.2
K003798,A03478,2026-01-08,medium,5.0,4.1
K003799,A03481,2025-04-19,low,10.0,3.5
K003800,A03483,2025-12-28,low,14.0,3.8
K003801,A03483,2026-01-05,low,7.3,4.6
K003802,A03483,2025-08-17,low,6.2,4.0
K003803,A03484,2025-01-27,low,20.2,3.9
K003804,A03485,2025-08-27,medium,9.6,4.4
K003805,A03487,2025-10-28,medium,3.5,4.1
K003806,A03489,2025-01-24,low,6.4,4.6
K003807,A03490,2025-10-27,medium,2.9,4.3
K003808,A03490,2025-09-24,low,2.1,3.9
K003809,A03491,2025-09-25,low,19.8,4.3
K003810,A03491,2025-03-19,high,22.5,3.8
K003811,A03491,2025-08-13,low,8.1,4.1
K003812,A03491,2025-02-06,medium,6.7,5.0
K003813,A03493,2025-11-16,medium,4.8,3.7
K003814,A03494,2026-02-08,medium,11.1,4.7
K003815,A03496,2025-08-04,low,4.1,3.9
K003816,A03496,2025-07-12,high,1.5,4.7
K003817,A03496,2025-08-03,medium,10.1,4.5
K003818,A03496,2025-07-13,medium,25.1,4.4
K003819,A03498,2025-12-05,low,8.9,3.7
K003820,A03499,2025-04-10,low,16.8,4.1
K003821,A03499,2025-06-01,medium,17.8,4.6
K003822,A03500,2025-09-13,medium,3.5,3.0
K003823,A03500,2025-07-10,low,7.2,3.7
K003824,A03500,2025-07-24,medium,8.1,3.9
K003825,A03500,2025-09-01,low,14.4,3.5
K003826,A03500,2025-08-06,medium,22.0,4.0
K003827,A03502,2026-03-15,low,7.2,3.7
K003828,A03503,2025-01-02,medium,13.9,3.5
K003829,A03503,2026-01-24,medium,7.4,3.8
K003830,A03504,2025-12-09,high,9.9,4.9
K003831,A03506,2025-07-19,medium,8.0,3.5
K003832,A03507,2025-12-18,low,54.7,3.6
K003833,A03508,2025-06-24,high,2.4,3.1
K003834,A03510,2025-04-09,low,6.7,5.0
K003835,A03513,2025-12-10,high,12.0,4.4
K003836,A03514,2026-01-08,medium,1.8,3.5
K003837,A03515,2025-11-18,high,42.5,3.2
K003838,A03517,2025-03-18,high,11.5,4.1
K003839,A03519,2025-11-25,low,14.1,3.0
K003840,A03519,2026-02-11,high,26.2,3.7
K003841,A03519,2025-12-20,high,11.7,4.3
K003842,A03520,2025-09-16,medium,47.6,2.0
K003843,A03521,2025-04-15,medium,7.0,4.0
K003844,A03521,2025-04-14,low,12.3,3.5
K003845,A03522,2025-11-05,low,38.0,3.3
K003846,A03522,2025-12-24,medium,34.9,3.2
K003847,A03524,2025-02-11,low,15.9,4.5
K003848,A03528,2024-07-26,low,23.7,4.3
K003849,A03530,2025-12-01,medium,38.5,3.7
K003850,A03530,2025-02-01,low,11.3,3.9
K003851,A03531,2024-08-21,low,11.3,3.3
K003852,A03532,2024-02-08,low,5.5,4.5
K003853,A03533,2025-01-14,high,11.7,4.2
K003854,A03533,2024-11-23,medium,25.7,3.3
K003855,A03533,2025-01-31,low,15.4,3.7
K003856,A03533,2024-11-22,medium,9.1,4.6
K003857,A03538,2025-05-22,low,14.4,3.7
K003858,A03538,2025-12-14,low,10.5,4.0
K003859,A03538,2025-05-02,high,15.0,4.2
K003860,A03538,2025-09-25,medium,1.9,4.7
K003861,A03539,2024-06-19,low,9.5,4.2
K003862,A03541,2025-11-03,low,17.9,3.8
K003863,A03541,2025-08-18,medium,17.5,3.9
K003864,A03541,2026-03-18,medium,11.5,4.5
K003865,A03542,2025-03-19,high,42.4,3.6
K003866,A03543,2025-11-13,low,12.0,5.0
K003867,A03543,2025-09-06,medium,4.6,3.0
K003868,A03543,2025-08-01,low,14.6,3.5
K003869,A03544,2025-07-15,low,14.1,4.0
K003870,A03544,2024-09-25,low,18.5,4.1
K003871,A03549,2025-03-23,medium,19.5,3.5
K003872,A03549,2024-06-17,medium,9.1,3.7
K003873,A03550,2025-08-20,low,11.0,3.7
K003874,A03550,2025-12-13,high,5.8,4.1
K003875,A03550,2025-07-06,high,25.8,4.5
K003876,A03551,2026-01-02,medium,15.9,4.9
K003877,A03552,2026-02-08,medium,14.2,3.7
K003878,A03552,2025-04-05,low,3.5,3.4
K003879,A03556,2025-07-02,medium,8.0,3.2
K003880,A03556,2025-12-09,low,9.8,4.5
K003881,A03557,2025-01-31,high,34.4,3.0
K003882,A03557,2024-12-03,low,16.7,4.0
K003883,A03558,2025-09-06,high,58.0,2.0
K003884,A03559,2025-02-23,high,30.3,3.8
K003885,A03560,2025-04-13,medium,2.7,3.2
K003886,A03561,2025-09-11,low,10.0,3.5
K003887,A03563,2025-08-31,medium,6.7,3.4
K003888,A03565,2025-09-22,low,1.4,4.4
K003889,A03566,2025-06-05,low,6.0,4.3
K003890,A03567,2025-10-29,low,1.5,5.0
K003891,A03567,2025-09-03,low,16.1,4.3
K003892,A03568,2025-04-06,medium,1.2,4.2
K003893,A03569,2025-09-09,low,15.9,4.0
K003894,A03569,2025-07-05,high,19.7,3.5
K003895,A03570,2025-02-08,medium,19.5,3.7
K003896,A03571,2025-12-21,medium,11.4,5.0
K003897,A03572,2024-10-28,low,18.1,3.1
K003898,A03573,2024-10-24,low,9.4,3.5
K003899,A03574,2025-11-03,high,7.2,3.8
K003900,A03575,2025-10-24,medium,11.5,4.0
K003901,A03578,2025-02-20,high,31.2,4.1
K003902,A03579,2025-09-12,low,15.8,3.3
K003903,A03579,2025-12-19,high,28.1,3.5
K003904,A03579,2025-12-06,high,25.1,3.5
K003905,A03579,2026-01-19,medium,18.5,3.8
K003906,A03580,2026-01-02,low,6.4,4.4
K003907,A03580,2024-09-10,low,2.0,5.0
K003908,A03580,2024-06-10,medium,3.6,4.2
K003909,A03581,2026-02-20,medium,8.8,4.4
K003910,A03582,2025-08-02,low,21.2,4.1
K003911,A03585,2025-10-30,medium,28.4,3.6
K003912,A03585,2025-10-19,medium,4.6,4.1
K003913,A03586,2025-09-13,high,6.8,3.4
K003914,A03589,2025-12-15,low,7.4,5.0
K003915,A03589,2025-08-03,low,8.8,4.7
K003916,A03590,2025-08-12,medium,17.9,3.9
K003917,A03590,2025-10-09,medium,19.9,3.8
K003918,A03592,2024-10-14,medium,5.5,3.8
K003919,A03592,2024-10-21,medium,4.4,3.3
K003920,A03593,2025-08-06,medium,29.9,4.0
K003921,A03593,2025-08-06,low,14.1,3.8
K003922,A03593,2025-08-03,medium,2.3,4.0
K003923,A03594,2024-04-14,low,22.5,3.8
K003924,A03594,2024-08-29,low,19.4,3.5
K003925,A03595,2025-03-16,low,7.8,4.7
K003926,A03596,2025-11-09,low,28.3,4.2
K003927,A03599,2025-10-06,low,28.1,2.9
K003928,A03599,2025-09-10,high,10.3,3.9
K003929,A03600,2025-06-17,low,39.4,2.8
K003930,A03601,2025-08-21,low,8.0,3.4
K003931,A03601,2025-12-24,low,11.5,4.2
K003932,A03602,2025-01-12,low,19.0,4.1
K003933,A03602,2024-04-28,high,21.4,2.7
K003934,A03605,2026-01-16,low,7.3,4.0
K003935,A03605,2025-12-15,medium,14.9,3.1
K003936,A03607,2025-10-01,low,4.7,4.1
K003937,A03611,2025-03-18,high,31.2,3.7
K003938,A03611,2025-02-18,low,1.6,4.3
K003939,A03614,2025-08-07,medium,18.4,4.2
K003940,A03615,2025-05-30,low,17.8,4.4
K003941,A03616,2025-04-20,medium,9.4,3.6
K003942,A03619,2025-07-14,low,39.1,2.8
K003943,A03619,2024-08-24,low,4.4,4.6
K003944,A03621,2025-03-18,medium,13.8,3.7
K003945,A03621,2026-02-10,high,4.0,4.3
K003946,A03621,2026-03-14,medium,5.4,4.4
K003947,A03622,2024-09-17,high,25.1,4.0
K003948,A03624,2025-10-17,low,4.1,4.9
K003949,A03624,2025-08-10,medium,15.0,4.5
K003950,A03626,2025-06-21,high,27.7,3.7
K003951,A03626,2025-03-26,low,2.5,4.5
K003952,A03627,2026-03-24,low,3.2,4.2
K003953,A03629,2025-06-02,medium,5.4,4.6
K003954,A03629,2025-07-03,high,14.6,4.1
K003955,A03630,2024-05-05,medium,4.9,4.1
K003956,A03630,2024-05-22,medium,11.9,4.5
K003957,A03631,2024-05-11,low,20.2,3.7
K003958,A03631,2025-04-18,medium,6.9,4.5
K003959,A03632,2025-09-21,low,3.9,4.1
K003960,A03634,2025-03-16,low,19.1,3.9
K003961,A03634,2025-11-17,medium,9.3,4.1
K003962,A03634,2024-10-08,low,3.5,3.8
K003963,A03634,2025-08-09,low,10.5,3.6
K003964,A03635,2026-02-12,low,25.7,3.5
K003965,A03635,2025-09-26,low,39.3,3.9
K003966,A03635,2025-09-10,medium,6.8,4.2
K003967,A03637,2026-01-17,high,38.7,3.8
K003968,A03637,2025-09-01,low,11.0,3.9
K003969,A03639,2025-09-19,medium,16.1,4.3
K003970,A03640,2024-12-22,low,15.3,4.5
K003971,A03642,2024-10-14,low,12.7,3.7
K003972,A03643,2025-08-08,low,8.2,4.0
K003973,A03645,2024-10-19,low,13.2,4.5
K003974,A03646,2025-06-23,low,8.8,4.0
K003975,A03647,2024-11-11,high,2.1,5.0
K003976,A03647,2024-12-24,high,10.1,4.7
K003977,A03648,2026-01-10,low,4.2,4.5
K003978,A03651,2024-12-31,high,4.9,3.9
K003979,A03651,2025-06-20,low,12.1,4.2
K003980,A03653,2025-06-11,low,14.7,2.6
K003981,A03653,2025-05-19,low,17.0,4.4
K003982,A03654,2025-05-02,high,47.3,3.0
K003983,A03655,2024-10-25,medium,19.1,3.9
K003984,A03656,2024-05-24,high,10.3,5.0
K003985,A03658,2025-02-24,medium,6.9,3.9
K003986,A03659,2025-11-24,low,16.0,4.2
K003987,A03659,2025-09-14,medium,17.8,4.0
K003988,A03660,2024-04-15,low,13.6,3.6
K003989,A03661,2024-06-25,low,4.9,3.3
K003990,A03661,2024-06-02,low,8.3,4.3
K003991,A03662,2025-08-25,low,8.5,3.3
K003992,A03664,2025-12-16,medium,13.4,4.6
K003993,A03665,2024-12-29,low,4.7,4.2
K003994,A03669,2025-04-05,medium,21.8,3.1
K003995,A03669,2024-09-16,low,5.7,4.3
K003996,A03671,2024-11-01,low,4.7,3.4
K003997,A03672,2025-08-22,medium,15.5,4.2
K003998,A03672,2025-05-12,low,22.9,4.6
K003999,A03672,2025-04-06,low,25.2,3.1
K004000,A03672,2025-03-05,low,3.9,3.2
K004001,A03673,2024-09-05,medium,4.2,4.0
K004002,A03674,2025-03-12,high,31.2,3.2
K004003,A03674,2025-02-19,low,15.9,4.0
K004004,A03676,2025-08-20,medium,10.1,4.1
K004005,A03676,2025-08-29,low,27.9,3.8
K004006,A03678,2025-08-27,low,22.1,4.2
K004007,A03678,2025-03-16,medium,5.6,3.9
K004008,A03680,2025-06-02,high,5.8,4.0
K004009,A03680,2024-07-22,low,13.0,2.9
K004010,A03683,2024-11-01,low,14.8,4.5
K004011,A03684,2026-01-01,medium,30.4,2.6
K004012,A03685,2024-10-08,high,23.6,3.3
K004013,A03692,2025-08-01,low,20.5,3.7
K004014,A03693,2024-11-09,low,6.3,4.2
K004015,A03695,2025-07-14,low,10.5,4.0
K004016,A03696,2025-05-08,low,12.5,3.8
K004017,A03697,2024-07-17,low,13.5,3.8
K004018,A03697,2024-11-03,medium,29.8,4.6
K004019,A03702,2024-09-17,low,3.3,3.5
K004020,A03702,2024-10-19,medium,2.0,4.1
K004021,A03702,2024-07-31,high,7.3,4.7
K004022,A03703,2025-07-08,medium,10.7,4.3
K004023,A03704,2025-12-06,medium,14.2,4.3
K004024,A03704,2025-12-05,low,5.0,4.2
K004025,A03704,2025-12-13,low,9.0,4.7
K004026,A03705,2024-02-21,medium,19.3,2.9
K004027,A03706,2025-03-10,medium,2.2,3.0
K004028,A03706,2024-10-18,low,16.1,4.2
K004029,A03707,2024-11-16,medium,5.1,3.7
K004030,A03710,2026-03-18,medium,18.6,5.0
K004031,A03710,2025-12-28,low,23.8,2.6
K004032,A03710,2025-12-13,high,30.1,3.3
K004033,A03711,2025-09-03,low,13.2,3.3
K004034,A03711,2025-12-25,low,19.4,3.4
K004035,A03711,2025-10-16,low,11.8,3.9
K004036,A03716,2025-09-06,low,8.2,3.9
K004037,A03716,2025-09-12,medium,15.0,5.0
K004038,A03717,2025-05-01,high,17.5,4.0
K004039,A03717,2025-05-03,low,1.7,3.0
K004040,A03719,2025-10-23,high,11.5,2.9
K004041,A03719,2025-11-14,low,8.9,4.1
K004042,A03720,2025-08-07,medium,24.1,2.4
K004043,A03722,2025-06-22,low,10.7,4.3
K004044,A03723,2025-10-10,low,7.8,4.0
K004045,A03727,2025-11-24,low,20.7,3.8
K004046,A03728,2025-01-19,low,16.3,3.5
K004047,A03730,2025-07-30,low,6.2,4.0
K004048,A03731,2026-02-07,high,15.1,4.2
K004049,A03732,2025-08-18,low,20.1,3.9
K004050,A03734,2025-03-04,low,3.0,3.8
K004051,A03734,2025-01-23,medium,12.9,4.9
K004052,A03735,2025-01-22,high,24.9,3.5
K004053,A03736,2025-10-02,medium,18.9,4.1
K004054,A03737,2026-01-08,low,11.9,3.4
K004055,A03738,2025-10-11,medium,10.7,4.3
K004056,A03738,2025-11-17,low,1.2,3.6
K004057,A03740,2025-08-21,low,4.8,4.1
K004058,A03740,2026-03-23,low,19.4,2.6
K004059,A03741,2025-03-03,high,20.4,3.5
K004060,A03743,2025-07-09,medium,37.3,4.2
K004061,A03743,2025-08-05,medium,11.8,3.4
K004062,A03743,2025-07-21,medium,13.8,3.7
K004063,A03744,2025-01-11,medium,4.1,4.2
K004064,A03745,2024-05-26,low,15.9,3.9
K004065,A03745,2024-05-03,low,11.5,4.2
K004066,A03745,2024-03-16,low,30.9,3.1
K004067,A03746,2025-06-15,low,17.1,3.4
K004068,A03746,2025-04-21,high,7.1,3.3
K004069,A03747,2026-02-07,low,12.4,2.9
K004070,A03748,2026-01-23,low,24.7,3.3
K004071,A03748,2025-07-23,low,20.1,3.6
K004072,A03748,2025-07-25,low,13.5,4.2
K004073,A03749,2024-10-28,medium,7.4,3.9
K004074,A03749,2024-12-23,low,2.6,3.6
K004075,A03749,2024-08-27,medium,5.1,3.2
K004076,A03750,2024-08-29,medium,9.0,4.0
K004077,A03751,2024-12-02,low,6.5,3.4
K004078,A03752,2025-10-22,medium,5.3,5.0
K004079,A03753,2025-06-26,low,2.6,3.5
K004080,A03756,2024-08-31,low,3.2,3.9
K004081,A03758,2024-06-30,low,5.3,3.1
K004082,A03758,2025-07-09,medium,5.8,3.8
K004083,A03760,2025-12-31,low,22.5,4.3
K004084,A03761,2025-10-26,medium,5.2,3.2
K004085,A03762,2025-01-12,low,6.3,4.2
K004086,A03763,2025-12-17,medium,9.2,3.8
K004087,A03764,2024-11-08,high,9.5,4.3
K004088,A03766,2025-10-10,high,13.0,4.3
K004089,A03767,2026-01-11,medium,9.4,3.2
K004090,A03768,2024-11-10,high,22.9,3.6
K004091,A03770,2025-02-24,low,8.3,4.1
K004092,A03770,2025-06-28,medium,14.1,4.3
K004093,A03771,2025-10-14,medium,5.4,5.0
K004094,A03775,2026-03-24,medium,14.6,3.8
K004095,A03775,2026-01-23,low,15.9,2.6
K004096,A03776,2025-07-29,low,5.2,4.4
K004097,A03776,2024-11-17,medium,2.2,3.4
K004098,A03776,2025-04-10,medium,21.1,4.3
K004099,A03777,2025-11-10,low,23.2,3.7
K004100,A03780,2026-02-09,medium,20.9,3.7
K004101,A03780,2025-11-10,medium,39.0,2.4
K004102,A03781,2024-03-30,medium,15.6,4.3
K004103,A03781,2024-03-06,medium,20.0,3.3
K004104,A03781,2024-04-11,high,15.2,4.5
K004105,A03782,2025-12-06,high,12.5,2.9
K004106,A03785,2025-12-15,medium,15.4,4.1
K004107,A03786,2026-03-13,low,10.7,2.8
K004108,A03786,2026-02-04,medium,14.9,3.3
K004109,A03786,2025-10-24,medium,13.0,3.0
K004110,A03788,2026-01-06,low,15.0,3.6
K004111,A03791,2024-07-09,low,10.7,4.1
K004112,A03791,2024-10-07,low,6.8,4.6
K004113,A03791,2024-08-13,low,9.4,3.8
K004114,A03794,2025-11-25,medium,0.5,3.8
K004115,A03794,2025-04-26,medium,9.3,3.0
K004116,A03795,2026-01-30,medium,17.8,2.9
K004117,A03795,2025-12-22,low,20.7,4.7
K004118,A03799,2024-10-18,medium,13.7,4.3
K004119,A03801,2024-03-28,low,22.2,3.8
K004120,A03801,2024-01-09,low,10.2,4.2
K004121,A03801,2024-04-23,medium,9.0,4.0
K004122,A03803,2025-02-23,low,18.9,3.4
K004123,A03804,2025-01-16,low,4.9,4.9
K004124,A03806,2024-05-25,low,5.9,4.3
K004125,A03808,2025-07-01,low,3.9,3.5
K004126,A03809,2026-01-08,low,6.7,4.1
K004127,A03809,2026-01-06,low,16.6,3.9
K004128,A03810,2025-08-15,medium,29.7,2.7
K004129,A03811,2025-08-15,medium,3.2,5.0
K004130,A03811,2026-03-24,medium,0.8,4.9
K004131,A03812,2024-08-03,low,7.8,4.2
K004132,A03812,2024-12-25,low,11.2,3.6
K004133,A03812,2025-12-09,high,6.8,2.2
K004134,A03814,2024-03-08,medium,5.1,3.9
K004135,A03814,2025-07-25,high,19.5,4.2
K004136,A03816,2025-11-22,low,34.2,3.8
K004137,A03817,2025-12-26,low,17.0,3.8
K004138,A03820,2025-08-10,medium,8.7,3.8
K004139,A03822,2025-04-09,low,20.4,3.5
K004140,A03823,2024-12-26,low,24.8,3.5
K004141,A03823,2025-04-03,low,19.8,3.5
K004142,A03823,2025-09-25,medium,8.5,3.9
K004143,A03823,2024-12-15,medium,11.8,3.1
K004144,A03824,2025-11-19,low,23.0,4.0
K004145,A03826,2025-03-03,low,26.2,4.0
K004146,A03827,2024-12-29,low,8.2,5.0
K004147,A03829,2025-09-20,high,50.5,2.6
K004148,A03831,2025-04-26,high,22.9,3.8
K004149,A03831,2025-07-10,medium,13.3,5.0
K004150,A03831,2025-11-03,low,7.2,4.0
K004151,A03831,2024-11-12,medium,7.9,2.7
K004152,A03834,2025-09-16,medium,8.0,4.4
K004153,A03835,2025-06-20,low,16.5,4.1
K004154,A03838,2024-10-23,low,14.3,3.9
K004155,A03839,2025-07-20,low,1.2,4.1
K004156,A03840,2024-10-07,medium,8.5,3.6
K004157,A03841,2025-12-05,medium,7.0,3.9
K004158,A03843,2026-02-10,low,8.1,3.7
K004159,A03844,2025-02-03,medium,4.9,4.5
K004160,A03845,2025-10-09,medium,5.1,3.6
K004161,A03845,2025-11-11,low,2.7,4.3
K004162,A03847,2025-10-13,low,9.2,3.9
K004163,A03848,2025-06-05,medium,13.2,5.0
K004164,A03848,2026-02-07,low,7.0,4.5
K004165,A03849,2024-07-05,low,13.1,4.1
K004166,A03849,2024-08-05,low,7.9,2.8
K004167,A03849,2024-08-28,low,9.3,4.1
K004168,A03849,2024-09-20,medium,6.0,4.3
K004169,A03850,2024-07-10,high,88.5,1.2
K004170,A03853,2024-12-26,medium,4.2,3.6
K004171,A03855,2025-08-15,low,5.9,3.3
K004172,A03856,2025-05-26,low,4.2,4.3
K004173,A03858,2024-12-30,medium,9.8,4.5
K004174,A03859,2025-09-19,medium,6.9,4.9
K004175,A03860,2024-09-18,medium,12.9,4.6
K004176,A03867,2025-04-12,low,6.3,3.5
K004177,A03867,2025-04-27,high,27.1,2.7
K004178,A03868,2025-12-20,high,18.7,4.6
K004179,A03868,2025-10-03,medium,11.2,4.0
K004180,A03869,2025-04-08,medium,17.2,3.2
K004181,A03869,2025-06-03,low,5.4,2.5
K004182,A03870,2025-04-23,low,19.1,4.2
K004183,A03872,2024-12-12,low,15.2,4.2
K004184,A03872,2024-05-17,medium,9.1,4.0
K004185,A03873,2025-05-03,low,28.2,2.3
K004186,A03877,2024-05-02,low,13.8,3.7
K004187,A03877,2024-03-29,high,11.5,3.5
K004188,A03878,2025-09-18,low,11.1,4.1
K004189,A03880,2024-10-01,low,8.9,4.4
K004190,A03881,2025-12-12,medium,24.0,3.4
K004191,A03882,2025-12-21,low,8.5,3.5
K004192,A03883,2025-05-10,medium,11.8,4.8
K004193,A03887,2025-12-17,medium,27.7,4.5
K004194,A03887,2025-12-17,high,8.9,4.4
K004195,A03887,2025-11-08,low,10.6,3.2
K004196,A03887,2025-11-12,low,11.1,4.1
K004197,A03888,2026-01-16,medium,7.8,3.7
K004198,A03888,2025-08-19,medium,13.7,5.0
K004199,A03889,2026-03-31,low,11.6,3.7
K004200,A03892,2025-09-13,medium,11.7,4.2
K004201,A03892,2025-04-25,low,25.5,4.2
K004202,A03893,2025-03-12,medium,14.5,4.8
K004203,A03895,2025-10-31,low,13.4,3.6
K004204,A03896,2025-12-30,medium,8.7,4.2
K004205,A03896,2025-09-05,high,20.8,3.9
K004206,A03897,2024-09-08,medium,33.4,3.5
K004207,A03898,2025-03-11,low,5.2,3.1
K004208,A03900,2024-08-26,medium,8.4,4.3
K004209,A03900,2024-11-03,low,6.9,5.0
K004210,A03900,2025-02-12,low,3.4,4.2
K004211,A03902,2025-06-05,medium,12.3,4.1
K004212,A03902,2025-09-09,high,25.2,3.5
K004213,A03903,2025-06-16,medium,13.9,3.5
K004214,A03903,2025-04-27,low,5.2,4.2
K004215,A03904,2025-05-11,low,14.1,3.6
K004216,A03905,2025-01-28,medium,23.0,3.3
K004217,A03908,2025-12-06,low,16.1,4.3
K004218,A03908,2025-08-16,medium,9.5,3.3
K004219,A03910,2025-11-29,medium,6.1,3.5
K004220,A03910,2025-09-15,low,11.3,3.8
K004221,A03910,2026-01-01,medium,16.0,3.5
K004222,A03912,2025-12-02,low,18.6,4.9
K004223,A03913,2026-01-04,low,6.8,4.0
K004224,A03913,2025-08-27,low,3.7,3.3
K004225,A03916,2025-02-06,low,12.6,5.0
K004226,A03916,2024-08-15,low,4.6,3.0
K004227,A03917,2025-11-14,low,18.3,3.9
K004228,A03918,2026-03-03,low,13.7,3.9
K004229,A03918,2025-11-20,low,23.9,3.5
K004230,A03922,2026-03-11,low,7.7,4.1
K004231,A03923,2024-08-21,low,4.0,4.3
K004232,A03923,2024-09-09,low,5.9,4.9
K004233,A03924,2025-08-31,medium,17.4,3.8
K004234,A03924,2025-08-31,low,7.5,3.6
K004235,A03925,2025-06-02,high,15.1,4.1
K004236,A03925,2025-03-27,high,20.8,3.7
K004237,A03925,2025-03-09,low,9.6,4.1
K004238,A03925,2025-09-27,low,13.5,3.4
K004239,A03925,2025-03-12,low,23.1,2.2
K004240,A03926,2025-08-21,medium,6.3,4.8
K004241,A03926,2025-07-15,low,17.4,3.3
K004242,A03927,2025-01-14,low,18.3,4.1
K004243,A03927,2025-03-28,medium,34.1,3.0
K004244,A03927,2025-03-18,low,12.8,4.2
K004245,A03929,2025-01-02,low,18.2,3.4
K004246,A03929,2024-11-10,low,6.8,4.4
K004247,A03929,2024-12-07,medium,23.4,4.4
K004248,A03929,2024-06-12,medium,23.3,3.8
K004249,A03930,2025-12-12,medium,4.8,3.8
K004250,A03931,2025-08-31,high,20.8,3.3
K004251,A03933,2026-03-31,medium,10.4,3.8
K004252,A03933,2024-12-29,high,16.6,4.0
K004253,A03934,2024-03-07,low,8.7,4.6
K004254,A03936,2025-01-08,medium,13.2,4.2
K004255,A03937,2024-09-25,low,16.9,4.5
K004256,A03937,2024-09-04,high,13.2,3.3
K004257,A03939,2025-03-20,low,11.9,4.3
K004258,A03940,2024-05-02,low,43.0,2.7
K004259,A03942,2024-06-27,low,4.6,3.7
K004260,A03943,2026-02-08,low,14.5,3.5
K004261,A03944,2025-09-02,medium,5.5,3.8
K004262,A03945,2025-08-16,high,19.8,4.2
K004263,A03946,2025-08-28,medium,30.9,3.5
K004264,A03947,2024-05-19,low,10.2,3.9
K004265,A03948,2024-11-23,medium,8.1,3.5
K004266,A03953,2025-12-22,low,18.3,3.9
K004267,A03955,2024-06-03,high,9.0,4.4
K004268,A03956,2025-03-05,medium,8.9,4.2
K004269,A03959,2025-12-10,high,24.3,4.7
K004270,A03960,2025-10-23,low,3.8,4.5
K004271,A03962,2024-06-22,low,14.0,3.2
K004272,A03963,2026-03-25,low,4.6,4.0
K004273,A03964,2026-01-22,low,7.6,3.9
K004274,A03964,2025-12-11,medium,11.4,3.6
K004275,A03964,2025-11-12,medium,5.0,3.8
K004276,A03965,2025-09-27,medium,12.4,4.7
K004277,A03965,2025-12-04,medium,22.2,3.9
K004278,A03965,2025-07-15,medium,18.0,3.6
K004279,A03970,2024-03-29,medium,7.4,4.6
K004280,A03973,2025-04-13,high,50.2,3.3
K004281,A03973,2024-12-06,low,17.2,3.5
K004282,A03974,2026-03-18,low,20.9,3.2
K004283,A03974,2024-06-02,medium,16.7,3.8
K004284,A03975,2025-09-05,low,15.9,2.9
K004285,A03976,2025-07-14,high,24.0,2.5
K004286,A03979,2024-12-16,low,9.0,4.5
K004287,A03979,2024-12-23,medium,3.1,5.0
